fold,modality,accuracy,macro_f1,test_episodes,features
within_object,force,0.7083333333333334,0.7023809523809524,48,176
within_object,gelsight,0.6875,0.6813186813186815,48,144
within_object,combined,0.7291666666666666,0.7230769230769231,48,320
