,too_low,fine,too_high
too_low,0.8462922010909627,0.12009435353088604,0.03361344537815126
fine,0.264755854494908,0.5532632191632633,0.18198092634182858
too_high,0.16868670545141132,0.18807369101486748,0.6432396035337212
